Occurrences,Rank,Lemma,POS,SAMER  Avg,MSA-DA,Class,Syllable Count,MSA-DA Score,Rank Score,Class Score,Compound Score,BAREC Level E1,numeric barec level
237,"4,008",عَاهَد,verb,3,D=,Open,3,1,17,2,44,ن,14
237,"4,008",فَرِيسَة,noun,3,D=,Open,3,1,17,2,44,ن,14
237,"4,008",غَلِيظ,adj,3,D~,Open,2,2,17,2,46,ن,14
237,"4,008",أَطْوَل,adj_comp,1,D=,Open,2,1,17,2,27,ي,10
237,"4,008",عُصْفُور,noun,1,D=,Open,2,1,17,2,27,ي,10
237,"4,008",مَحْفَظَة,noun,1,D=,Open,3,1,17,2,28,ي,10
236,"4,021",حَالِم,noun,4,D=,Open,2,1,17,2,51,س,15
236,"4,021",مُحَاسَبَة,noun,4,D=,Open,4,1,17,2,53,س,15
236,"4,021",شُورَى,noun,4,MSA,Open,2,4,17,2,63,ف,17
236,"4,021",مَرْجِع,noun,4,MSA,Open,2,4,17,2,63,ف,17
236,"4,021",خَيَّل,verb,4,MSA,Open,3,4,17,2,64,ف,17
236,"4,021",شَدّ,noun,2,D=,Open,1,1,17,2,34,ل,12
236,"4,021",مَصْنُوع,adj,2,D=,Open,2,1,17,2,35,ل,12
236,"4,021",بُقْعَة,noun,2,D~,Open,2,2,17,2,37,م,13
236,"4,021",نَغَم,noun,3,D=,Open,1,1,17,2,42,ن,14
236,"4,021",مُلَاحَقَة,noun,2,MSA,Open,4,4,17,2,43,ن,14
236,"4,021",سَاحِلِيّ,adj,3,D=,Open,3,1,17,2,44,ن,14
236,"4,021",بُطْء,noun,1,D=,Open,1,1,17,2,26,ي,10
236,"4,021",أَسْمَر,adj,1,D=,Open,2,1,17,2,27,ي,10
236,"4,021",عَصَبِيّ,adj,1,D=,Open,3,1,17,2,28,ي,10
236,"4,021",مُصَوِّر,noun,1,D=,Open,3,1,17,2,28,ي,10
235,"4,036",عُزْلَة,noun,4,D=,Open,2,1,17,2,51,س,15
235,"4,036",نَدَر,verb,4,D=,Open,2,1,17,2,51,س,15
235,"4,036",وَثْب,noun,3,MSA,Open,1,4,17,2,51,س,15
235,"4,036",أَنَار,verb,2,D~XP,Open,3,3,17,2,40,م,13
235,"4,036",زِفَاف,noun,2,MSA,Open,2,4,17,2,41,م,13
235,"4,036",صَوَّت,verb,3,D=,Open,3,1,17,2,44,ن,14
235,"4,036",ضَاعَف,verb,3,D=,Open,3,1,17,2,44,ن,14
235,"4,036",دَبُّوس,noun,1,D=,Open,2,1,17,2,27,ي,10
235,"4,036",سَحَب,verb,1,D=,Open,3,1,17,2,28,ي,10
235,"4,036",كَبُر,verb,1,D=,Open,3,1,17,2,28,ي,10
234,"4,046",مَحا,verb,4,D=,Open,2,1,17,2,51,س,15
234,"4,046",نَكْبَة,noun,4,D=,Open,2,1,17,2,51,س,15
234,"4,046",مُرَاعَاة,noun,4,D=,Open,3,1,17,2,52,س,15
234,"4,046",إِقَالَة,noun,4,MSA,Open,3,4,17,2,64,ف,17
234,"4,046",سَاخِن,adj,1,D~XP,Open,2,3,17,2,29,ك,11
234,"4,046",خُصُوصِيَّة,noun,2,D=,Open,4,1,17,2,37,م,13
234,"4,046",إِسْقَاط,noun,2,MSA,Open,2,4,17,2,41,م,13
234,"4,046",عَفَا,verb,3,D=,Open,2,1,17,2,43,ن,14
234,"4,046",وَاعِد,adj,3,D=,Open,2,1,17,2,43,ن,14
234,"4,046",ٱِسْتَشَار,verb,3,D=,Open,4,1,17,2,45,ن,14
234,"4,046",نَبَات,noun,1,D=,Open,2,1,17,2,27,ي,10
233,"4,057",فَخْم,noun,4,D=,Open,1,1,17,2,50,س,15
233,"4,057",مُخَاطَبَة,noun,3,MSA,Open,4,4,17,2,54,س,15
233,"4,057",جُبّ,noun,5,D=,Open,1,1,17,2,58,ع,16
233,"4,057",نَبْل,noun,4,MSA,Open,1,4,17,2,62,ع,16
233,"4,057",أَسَر,verb,3,D=,Open,2,1,17,2,43,ن,14
233,"4,057",ٱِنْسَحَب,verb,3,D=,Open,3,1,17,2,44,ن,14
233,"4,057",جَامِد,adj,1,D=,Open,2,1,17,2,27,ي,10
233,"4,057",تِلَاوَة,noun,1,D=,Open,3,1,17,2,28,ي,10
232,"4,065",مُبَالَغَة,noun,4,D=,Open,4,1,17,2,53,س,15
232,"4,065",مَنْكُود,noun,5,MSA,Open,2,4,17,2,74,ص,18
232,"4,065",قَهْقَه,verb,5,MSA,Open,3,4,17,2,75,ص,18
232,"4,065",أَهْدَر,verb,4,D~XP,Open,2,3,17,2,59,ع,16
232,"4,065",حِزْبِيّ,adj,4,MSA,Open,2,4,17,2,63,ف,17
232,"4,065",مُنْتِج,noun,4,MSA,Open,2,4,17,2,63,ف,17
232,"4,065",مُتَمَثِّل,adj,4,MSA,Open,4,4,17,2,65,ف,17
232,"4,065",ٱِسْمِيّ,adj,3,D=,Open,2,1,17,2,43,ن,14
232,"4,065",مُحِبّ,adj,3,D=,Open,2,1,17,2,43,ن,14
232,"4,065",وَاقِع,noun,3,D=,Open,3,1,17,2,44,ن,14
232,"4,065",نَاعِم,adj,1,D=,Open,2,1,17,2,27,ي,10
231,"4,076",فُطْر,noun,4,D=,Open,1,1,17,2,50,س,15
231,"4,076",خَرْق,noun,4,MSA,Open,1,4,17,2,62,ع,16
231,"4,076",صُلْب,noun,4,MSA,Open,1,4,17,2,62,ع,16
231,"4,076",مَلْحُوظ,adj,4,MSA,Open,2,4,17,2,63,ف,17
231,"4,076",خِرِّيج,noun,2,D=,Open,2,1,17,2,35,ل,12
231,"4,076",عِمْلَاق,noun,2,D=,Open,2,1,17,2,35,ل,12
231,"4,076",تَرْكِيب,noun,1,D=,Open,2,1,17,2,27,ي,10
231,"4,076",حَقِير,noun,1,D=,Open,2,1,17,2,27,ي,10
231,"4,076",رَقِيق,adj,1,D~,Open,2,2,17,2,28,ي,10
231,"4,076",غَرَق,noun,1,D~,Open,2,2,17,2,28,ي,10
231,"4,076",مُنَوَّر,adj,1,D=,Open,3,1,17,2,28,ي,10
230,"4,087",بَدِيعَة,noun,5,MSA,Open,3,4,17,2,75,ص,18
230,"4,087",هَيْكَلَة,noun,5,MSA,Open,3,4,17,2,75,ص,18
230,"4,087",غُرَّة,noun,5,D=,Open,2,1,17,2,59,ع,16
230,"4,087",جَأْش,noun,4,MSA,Open,1,4,17,2,62,ع,16
230,"4,087",بُعْد,noun,4,MSA,Open,2,4,17,2,63,ف,17
230,"4,087",ٱِنْبِعَاث,noun,4,MSA,Open,3,4,17,2,64,ف,17
230,"4,087",تَصْدِيق,noun,2,D~,Open,2,2,17,2,37,م,13
230,"4,087",ٱِنْفِعَال,noun,3,D=,Open,3,1,17,2,44,ن,14
230,"4,087",طَارَد,verb,3,D=,Open,3,1,17,2,44,ن,14
230,"4,087",قَرَوِيّ,adj,3,D=,Open,3,1,17,2,44,ن,14
230,"4,087",ثَرِيّ,adj,3,D~,Open,2,2,17,2,46,ن,14
230,"4,087",عُشّ,noun,1,D=,Open,1,1,17,2,26,ي,10
229,"4,099",نَضِر,noun,4,D=,Open,2,1,17,2,51,س,15
229,"4,099",إِبْصَار,noun,3,MSA,Open,2,4,17,2,52,س,15
229,"4,099",بَايَع,verb,4,D=,Open,3,1,17,2,52,س,15
229,"4,099",غَمَر,verb,4,D=,Open,3,1,17,2,52,س,15
229,"4,099",تَسَنَّى,verb,4,MSA,Open,2,4,17,2,63,ف,17
229,"4,099",قَبَلِيّ,adj,4,MSA,Open,2,4,17,2,63,ف,17
229,"4,099",غَرَابَة,noun,2,D=,Open,3,1,17,2,36,ل,12
229,"4,099",تَخَطَّى,verb,3,D=,Open,2,1,17,2,43,ن,14
229,"4,099",تَصْنِيف,noun,3,D=,Open,2,1,17,2,43,ن,14
229,"4,099",نَمّ,verb,3,D=,Open,2,1,17,2,43,ن,14
229,"4,099",وَلَاء,noun,3,D=,Open,2,1,17,2,43,ن,14
229,"4,099",دَعْم,noun,3,D=,Open,3,1,17,2,44,ن,14
229,"4,099",سَجَن,verb,1,D=,Open,3,1,17,2,28,ي,10
228,"4,112",مَزَاد,noun,4,D=,Open,2,1,17,2,51,س,15
228,"4,112",خَلَف,noun_prop,4,D=,Open,3,1,17,2,52,س,15
228,"4,112",خَلْفِيّ,adj,3,MSA,Open,2,4,17,2,52,س,15
228,"4,112",نَاجِي,noun_prop,5,MSA,Open,2,4,17,2,74,ص,18
228,"4,112",مُتَفَرِّق,adj,4,D~,Open,4,2,17,2,57,ع,16
228,"4,112",بلاط,noun_prop,4,MSA,Open,2,4,17,2,63,ف,17
228,"4,112",ٱِنْدِلَاع,noun,4,MSA,Open,3,4,17,2,64,ف,17
228,"4,112",تَحَكُّم,noun,2,D=,Open,3,1,17,2,36,ل,12
228,"4,112",إِعَاقَة,noun,2,MSA,Open,3,4,17,2,42,ن,14
228,"4,112",تَكَوَّن,verb,2,MSA,Open,3,4,17,2,42,ن,14
228,"4,112",كَيْل,noun,3,D=,Open,1,1,17,2,42,ن,14
228,"4,112",بَالِي,noun_prop,3,D=,Open,2,1,17,2,43,ن,14
228,"4,112",حَصَد,verb,3,D=,Open,3,1,17,2,44,ن,14
228,"4,112",دِيَانَة,noun,3,D=,Open,3,1,17,2,44,ن,14
228,"4,112",مُنْتَظِر,noun,3,D~,Open,3,2,17,2,47,ن,14
228,"4,112",أَجَّل,verb,1,D=,Open,2,1,17,2,27,ي,10
228,"4,112",بَدِين,noun,1,D=,Open,2,1,17,2,27,ي,10
227,"4,129",تَعْطِيل,noun,4,D=,Open,2,1,18,2,52,س,15
227,"4,129",بال,noun_prop,3,MSA,Open,2,4,18,2,53,س,15
227,"4,129",عُبُور,noun,3,MSA,Open,2,4,18,2,53,س,15
227,"4,129",مَاشِيَة,noun,4,D=,Open,3,1,18,2,53,س,15
227,"4,129",وُجُوب,noun,4,MSA,Open,2,4,18,2,64,ف,17
227,"4,129",تَحَدُّث,noun,1,MSA,Open,3,4,18,2,32,ك,11
227,"4,129",إِهْمَال,noun,2,D=,Open,2,1,18,2,36,ل,12
227,"4,129",مَيَّز,verb,2,D=,Open,3,1,18,2,37,م,13
227,"4,129",أَحْمَق,adj,2,MSA,Open,2,4,18,2,42,ن,14
227,"4,129",تَارِك,adj,3,D=,Open,2,1,18,2,44,ن,14
227,"4,129",هَنْدَسَة,noun,3,D=,Open,3,1,18,2,45,ن,14
226,"4,140",فَرَج,noun,4,D=,Open,1,1,18,2,51,س,15
226,"4,140",حَدّ,verb,4,D=,Open,2,1,18,2,52,س,15
226,"4,140",وَقَى,verb,3,MSA,Open,2,4,18,2,53,س,15
226,"4,140",مُتَطَرِّف,noun,4,D=,Open,4,1,18,2,54,س,15
226,"4,140",وَدَّع,verb,4,MSA,Open,1,4,18,2,63,ف,17
226,"4,140",سِمَة,noun,4,MSA,Open,2,4,18,2,64,ف,17
226,"4,140",قَرْصَنَة,noun,4,MSA,Open,3,4,18,2,65,ف,17
226,"4,140",فَاكِهَة,noun,1,D=,Open,3,1,18,2,29,ك,11
226,"4,140",مِيدَالِيَة,noun,1,D=,Open,4,1,18,2,30,ك,11
226,"4,140",مِشْيَة,noun,2,D=,Open,2,1,18,2,36,ل,12
226,"4,140",نَوْعِيَّة,noun,2,D=,Open,3,1,18,2,37,م,13
226,"4,140",جَلَب,verb,2,MSA,Open,3,4,18,2,43,ن,14
226,"4,140",إِلْحَاح,noun,3,D=,Open,2,1,18,2,44,ن,14
226,"4,140",بَدِيل,adj,3,D=,Open,2,1,18,2,44,ن,14
226,"4,140",تَكَلَّف,verb,3,D=,Open,2,1,18,2,44,ن,14
226,"4,140",شَبِيه,adj,3,D=,Open,2,1,18,2,44,ن,14
226,"4,140",تَجَاهَل,verb,3,D=,Open,3,1,18,2,45,ن,14
226,"4,140",صَحَفِيّ,noun,3,D=,Open,3,1,18,2,45,ن,14
226,"4,140",مَحْسَنَة,noun,3,D=,Open,3,1,18,2,45,ن,14
226,"4,140",سَدّ,verb,1,D=,Open,2,1,18,2,28,ي,10
226,"4,140",كَبِير,noun,1,D=,Open,2,1,18,2,28,ي,10
225,"4,161",جُغْرَافِيّ,adj,3,MSA,Open,3,4,18,2,54,س,15
225,"4,161",قَدْح,noun,5,MSA,Open,1,4,18,2,74,ص,18
225,"4,161",ٱِنْقَبَض,verb,4,D~,Open,3,2,18,2,57,ع,16
225,"4,161",إِحْلَال,noun,4,MSA,Open,2,4,18,2,64,ف,17
225,"4,161",قَدَم,noun,4,MSA,Open,2,4,18,2,64,ف,17
225,"4,161",ٱِسْتَوْقَف,verb,4,MSA,Open,3,4,18,2,65,ف,17
225,"4,161",جُمْهُور,noun,4,MSA,Open,4,4,18,2,66,ف,17
225,"4,161",تَفَاؤُل,noun,2,D=,Open,3,1,18,2,37,م,13
225,"4,161",دَقّ,noun,2,D~,Open,1,2,18,2,37,م,13
225,"4,161",عَائِلِيّ,adj,2,D=,Open,3,1,18,2,37,م,13
225,"4,161",خَادِم,noun,3,D=,Open,2,1,18,2,44,ن,14
225,"4,161",رِيفِيّ,adj,3,D=,Open,2,1,18,2,44,ن,14
225,"4,161",لَبَّى,verb,3,D=,Open,2,1,18,2,44,ن,14
224,"4,174",رَاعِي,noun,4,D=,Open,2,1,18,2,52,س,15
224,"4,174",ٱِنْفِتَاح,noun,4,D=,Open,3,1,18,2,53,س,15
224,"4,174",كَفَل,verb,4,D=,Open,3,1,18,2,53,س,15
224,"4,174",عَبَّد,verb,5,D=,Open,3,1,18,2,61,ع,16
224,"4,174",تَقْنِيّ,noun,4,MSA,Open,2,4,18,2,64,ف,17
224,"4,174",راغِب,adj,4,MSA,Open,2,4,18,2,64,ف,17
224,"4,174",مِيثَاق,noun,4,MSA,Open,2,4,18,2,64,ف,17
224,"4,174",مُقْتَرَح,adj,4,MSA,Open,3,4,18,2,65,ف,17
224,"4,174",تَبْرِير,noun,2,D=,Open,2,1,18,2,36,ل,12
224,"4,174",حَرَّض,verb,2,D=,Open,3,1,18,2,37,م,13
224,"4,174",مُطَارَدَة,noun,2,D=,Open,4,1,18,2,38,م,13
224,"4,174",تَغْذِيَة,noun,2,D~,Open,3,2,18,2,39,م,13
224,"4,174",سِيرَة,noun,3,D=,Open,2,1,18,2,44,ن,14
224,"4,174",عِنَاد,noun,3,D=,Open,2,1,18,2,44,ن,14
224,"4,174",مَتْعَبَة,noun,3,D=,Open,3,1,18,2,45,ن,14
224,"4,174",ثَمَر,noun,3,D~,Open,2,2,18,2,47,ن,14
223,"4,190",مُعْجِزَة,noun,4,D=,Open,3,1,18,2,53,س,15
223,"4,190",أَثْقَل,verb,4,D~XP,Open,2,3,18,2,60,ع,16
223,"4,190",مُنْطَلَق,noun,5,MSA,Open,3,4,18,2,76,ق,19
223,"4,190",دَفْن,noun,2,D=,Open,1,1,18,2,35,ل,12
223,"4,190",فَرِيضَة,noun,2,D=,Open,3,1,18,2,37,م,13
223,"4,190",مُمَرِّض,noun,2,D=,Open,3,1,18,2,37,م,13
223,"4,190",خَاطِف,adj,3,D=,Open,2,1,18,2,44,ن,14
223,"4,190",مُخْلِص,adj,3,D=,Open,2,1,18,2,44,ن,14
223,"4,190",دَمَوِيّ,adj,3,D=,Open,3,1,18,2,45,ن,14
223,"4,190",قَوِي,verb,3,D~,Open,2,2,18,2,47,ن,14
223,"4,190",حِسّ,noun,1,D=,Open,1,1,18,2,27,ي,10
222,"4,201",إِذَاً,adv,4,D~,Closed,2,2,18,1,52,س,15
222,"4,201",شَيْخُوخَة,noun,4,D=,Open,3,1,18,2,53,س,15
222,"4,201",صَوْتِيّ,adj,3,MSA,Open,2,4,18,2,53,س,15
222,"4,201",بلي,noun_prop,5,MSA,Open,2,4,18,2,75,ص,18
222,"4,201",تَرَجَّل,verb,4,MSA,Open,2,4,18,2,64,ف,17
222,"4,201",مُحَرِّك,noun,4,MSA,Open,2,4,18,2,64,ف,17
222,"4,201",وَافَى,verb,4,MSA,Open,2,4,18,2,64,ف,17
222,"4,201",مُقْفَل,adj,1,D~XP,Open,2,3,18,2,30,ك,11
222,"4,201",غَيْب,noun,3,D=,Open,1,1,18,2,43,ن,14
222,"4,201",خَطَأ,noun,3,D=,Open,2,1,18,2,44,ن,14
222,"4,201",رَبَّى,verb,1,D=,Open,2,1,18,2,28,ي,10
222,"4,201",صَرْخَة,noun,1,D=,Open,2,1,18,2,28,ي,10
221,"4,213",زَفْرَة,noun,4,D=,Open,2,1,18,2,52,س,15
221,"4,213",ٱِسْتِبْدَاد,noun,3,MSA,Open,3,4,18,2,54,س,15
221,"4,213",سَاذِج,adj,4,D~,Open,2,2,18,2,56,ع,16
221,"4,213",جَلِيّ,adj,4,MSA,Open,2,4,18,2,64,ف,17
221,"4,213",رُكُود,noun,4,MSA,Open,2,4,18,2,64,ف,17
221,"4,213",ٱِسْتِنَاد,noun,4,MSA,Open,3,4,18,2,65,ف,17
221,"4,213",بَسَالَة,noun,4,MSA,Open,3,4,18,2,65,ف,17
221,"4,213",سَرِيَّة,noun,5,MSA,Open,3,4,18,2,76,ق,19
221,"4,213",صُوَّة,noun,5,CA,Open,2,5,18,2,80,ق,19
221,"4,213",خَفَّض,verb,1,D=,Open,3,1,18,2,29,ك,11
221,"4,213",مِظَلَّة,noun,2,D~,Open,3,2,18,2,39,م,13
221,"4,213",وَفَّق,verb,2,D~,Open,3,2,18,2,39,م,13
221,"4,213",رَيّ,noun,3,D=,Open,1,1,18,2,43,ن,14
221,"4,213",طَعْنَة,noun,3,D=,Open,2,1,18,2,44,ن,14
221,"4,213",طَلْعَة,noun,3,D=,Open,2,1,18,2,44,ن,14
220,"4,228",عَرِيق,adj,4,D=,Open,2,1,18,2,52,س,15
220,"4,228",فَطَن,verb,4,D=,Open,3,1,18,2,53,س,15
220,"4,228",ٱِسْتِحْقَاق,noun,3,MSA,Open,3,4,18,2,54,س,15
220,"4,228",مَنَى,verb,5,MSA,Open,2,4,18,2,75,ص,18
220,"4,228",عَزْل,noun,4,MSA,Open,1,4,18,2,63,ف,17
220,"4,228",خَافِت,adj,4,MSA,Open,2,4,18,2,64,ف,17
220,"4,228",سِيجَارَة,noun,1,D=,Open,3,1,18,2,29,ك,11
220,"4,228",ثَمَانُون,noun_num,1,D~,Closed,4,2,18,1,30,ك,11
220,"4,228",ٱِنْشِغَال,noun,2,D=,Open,3,1,18,2,37,م,13
220,"4,228",مَدْعُوم,adj,3,D=,Open,2,1,18,2,44,ن,14
220,"4,228",أُوبِرا,noun,3,D=,Open,3,1,18,2,45,ن,14
220,"4,228",تَفَاعُل,noun,3,D=,Open,3,1,18,2,45,ن,14
220,"4,228",سَمَك,noun,1,D=,Open,1,1,18,2,27,ي,10
220,"4,228",قُفْل,noun,1,D~,Open,1,2,18,2,28,ي,10
220,"4,228",قِنَاع,noun,1,D=,Open,2,1,18,2,28,ي,10
219,"4,243",وَصِيفَة,noun,4,D=,Open,3,1,18,2,53,س,15
219,"4,243",دَاجِن,noun,5,MSA,Open,2,4,18,2,75,ص,18
219,"4,243",ٱِعْتِصَام,noun,4,MSA,Open,3,4,18,2,65,ف,17
219,"4,243",مُجَدِّد,noun,4,MSA,Open,3,4,18,2,65,ف,17
219,"4,243",تَصاعَد,verb,4,MSA,Open,4,4,18,2,66,ف,17
219,"4,243",مُتَوَسِّطِيّ,adj,4,MSA,Open,5,4,18,2,67,ف,17
219,"4,243",قَلِق,verb,1,D~,Open,3,2,18,2,30,ك,11
219,"4,243",مَسْجُون,noun,2,D=,Open,2,1,18,2,36,ل,12
219,"4,243",أُسْطُوَانَة,noun,2,D=,Open,4,1,18,2,38,م,13
219,"4,243",أَغْلَبِيّ,adj,2,D=,Open,4,1,18,2,38,م,13
219,"4,243",تَرَتَّب,verb,3,D=,Open,2,1,18,2,44,ن,14
219,"4,243",ٱِمْتِيَاز,noun,3,D=,Open,3,1,18,2,45,ن,14
219,"4,243",سِكِّين,noun,1,D=,Open,2,1,18,2,28,ي,10
219,"4,243",مُهْتَمّ,adj,1,D=,Open,2,1,18,2,28,ي,10
218,"4,257",إِغْرَاء,noun,4,D=,Open,2,1,18,2,52,س,15
218,"4,257",حَازِم,noun_prop,4,D=,Open,2,1,18,2,52,س,15
218,"4,257",خَاضِع,adj,4,D=,Open,2,1,18,2,52,س,15
218,"4,257",لُغَة,noun,4,MSA,Open,2,4,18,2,64,ف,17
218,"4,257",مَائِت,adj,5,D~,Open,2,2,18,2,65,ف,17
218,"4,257",مُرَحِّب,noun,4,MSA,Open,3,4,18,2,65,ف,17
218,"4,257",مَحَلَّة,noun,5,MSA,Open,3,4,18,2,76,ق,19
218,"4,257",غَضِب,verb,1,D=,Open,3,1,18,2,29,ك,11
218,"4,257",جَبَّار,noun_prop,2,D=,Open,2,1,18,2,36,ل,12
218,"4,257",صَارِم,adj,3,D=,Open,2,1,18,2,44,ن,14
218,"4,257",عَرْضِيّ,adj,3,D=,Open,2,1,18,2,44,ن,14
217,"4,268",شَاقّ,noun,3,MSA,Open,1,4,18,2,52,س,15
217,"4,268",ٱِرْتِقَاء,noun,3,MSA,Open,3,4,18,2,54,س,15
217,"4,268",آخَذ,verb,4,D~,Open,2,2,18,2,56,ع,16
217,"4,268",مَعَادِي,noun_prop,4,MSA,Open,3,4,18,2,65,ف,17
217,"4,268",مُسْتَهْدَف,adj,5,MSA,Open,3,4,18,2,76,ق,19
217,"4,268",دِهْقان,noun,5,CA,Open,2,5,18,2,80,ق,19
217,"4,268",جَمَّد,verb,1,D=,Open,3,1,18,2,29,ك,11
217,"4,268",تَأَخُّر,noun,1,D~XP,Open,3,3,18,2,31,ك,11
217,"4,268",أَعَزّ,adj_comp,2,D=,Open,2,1,18,2,36,ل,12
217,"4,268",خَرَاب,noun,2,D=,Open,2,1,18,2,36,ل,12
217,"4,268",مَمْلُوء,adj,2,D~XP,Open,2,3,18,2,40,م,13
217,"4,268",سَوْط,noun,3,D=,Open,1,1,18,2,43,ن,14
217,"4,268",مَار,noun_prop,3,D=,Open,1,1,18,2,43,ن,14
217,"4,268",مُعَدّ,adj,3,D=,Open,1,1,18,2,43,ن,14
217,"4,268",تَرْخِيص,noun,3,D=,Open,2,1,18,2,44,ن,14
217,"4,268",ٱِحْتَال,verb,3,D=,Open,3,1,18,2,45,ن,14
216,"4,284",دَسّ,verb,4,D=,Open,2,1,18,2,52,س,15
216,"4,284",سُيُولَة,noun,4,D=,Open,3,1,18,2,53,س,15
216,"4,284",أَفَل,verb,5,MSA,Open,2,4,18,2,75,ص,18
216,"4,284",مَأْمُون,noun_prop,5,D=,Open,2,1,18,2,60,ع,16
216,"4,284",مَلْأَك,noun,5,D=,Open,2,1,18,2,60,ع,16
216,"4,284",بَهَت,verb,5,D=,Open,3,1,18,2,61,ع,16
216,"4,284",تَطَلُّع,noun,4,MSA,Open,3,4,18,2,65,ف,17
216,"4,284",قَلَّل,verb,1,D~,Open,3,2,18,2,30,ك,11
216,"4,284",أَلَّف,verb,2,D=,Open,2,1,18,2,36,ل,12
216,"4,284",مَوْلِد,noun,2,D=,Open,2,1,18,2,36,ل,12
216,"4,284",مُتَرَدِّد,adj,2,D=,Open,4,1,18,2,38,م,13
216,"4,284",ٱِنْتِظَام,noun,2,D~,Open,3,2,18,2,39,م,13
216,"4,284",تَنَفَّس,verb,1,D=,Open,2,1,18,2,28,ي,10
216,"4,284",رَوْضَة,noun,1,D=,Open,2,1,18,2,28,ي,10
215,"4,298",غَد,noun,3,MSA,Closed,2,4,18,1,50,س,15
215,"4,298",تَزْوِيد,noun,3,MSA,Open,2,4,18,2,53,س,15
215,"4,298",خَالِي,adj,5,D=,Open,2,1,18,2,60,ع,16
215,"4,298",تَشْدِيد,noun,4,MSA,Open,2,4,18,2,64,ف,17
215,"4,298",مُفَاعِل,noun,5,MSA,Open,3,4,18,2,76,ق,19
215,"4,298",أُضْحِيَّة,noun,2,D=,Open,3,1,18,2,37,م,13
215,"4,298",فَخّ,noun,3,D=,Open,1,1,18,2,43,ن,14
215,"4,298",أُمِّيّ,adj,3,D=,Open,2,1,18,2,44,ن,14
215,"4,298",غَفْلَة,noun,3,D=,Open,2,1,18,2,44,ن,14
215,"4,298",حَارَة,noun,1,D=,Open,2,1,18,2,28,ي,10
215,"4,298",ذَبْح,noun,1,D~,Open,1,2,18,2,28,ي,10
214,"4,309",مَتِين,adj,4,D=,Open,2,1,18,2,52,س,15
214,"4,309",إِرْضَاء,noun,3,MSA,Open,2,4,18,2,53,س,15
214,"4,309",ثُلاثِيّ,adj,3,MSA,Open,3,4,18,2,54,س,15
214,"4,309",جَلّ,noun,5,MSA,Open,1,4,18,2,74,ص,18
214,"4,309",دُفْعَة,noun,5,D=,Open,2,1,18,2,60,ع,16
214,"4,309",مَانِح,noun,4,MSA,Open,2,4,18,2,64,ف,17
214,"4,309",ٱِنْدِمَاج,noun,4,MSA,Open,3,4,18,2,65,ف,17
214,"4,309",تَعَاقُد,noun,4,MSA,Open,3,4,18,2,65,ف,17
214,"4,309",مُقَيَّد,adj,4,MSA,Open,3,4,18,2,65,ف,17
214,"4,309",رُخْصَة,noun,3,D=,Open,2,1,18,2,44,ن,14
214,"4,309",أَقَلِّيَّة,noun,3,D=,Open,4,1,18,2,46,ن,14
214,"4,309",صُبْح,noun,1,D=,Open,1,1,18,2,27,ي,10
214,"4,309",تَجْمِيد,noun,1,D=,Open,2,1,18,2,28,ي,10
213,"4,322",عَقْلِيّ,adj,3,MSA,Open,2,4,18,2,53,س,15
213,"4,322",مُجَامَلَة,noun,4,D=,Open,4,1,18,2,54,س,15
213,"4,322",هَرَمِيّ,adj,3,MSA,Open,3,4,18,2,54,س,15
213,"4,322",طَائِل,adj,5,MSA,Open,2,4,18,2,75,ص,18
213,"4,322",أَمَة,noun,4,MSA,Open,2,4,18,2,64,ف,17
213,"4,322",زِمَام,noun,4,MSA,Open,2,4,18,2,64,ف,17
213,"4,322",تِلِفُون,noun,1,D=,Open,3,1,18,2,29,ك,11
213,"4,322",مَزْح,noun,2,D=,Open,1,1,18,2,35,ل,12
213,"4,322",جِذْر,noun,2,D~,Open,1,2,18,2,37,م,13
213,"4,322",تَنَقُّل,noun,2,D~,Open,3,2,18,2,39,م,13
213,"4,322",هَدْم,noun,3,D=,Open,1,1,18,2,43,ن,14
213,"4,322",بَلْهَ,noun,3,D=,Open,2,1,18,2,44,ن,14
213,"4,322",أَجْمَع,verb,3,D=,Open,2,1,18,2,44,ن,14
213,"4,322",تَعْقِيد,noun,3,D=,Open,2,1,18,2,44,ن,14
213,"4,322",فَاسِد,adj,3,D=,Open,2,1,18,2,44,ن,14
213,"4,322",أَعْمَى,adj,1,D=,Open,2,1,18,2,28,ي,10
213,"4,322",غَالِيّ,noun,1,D=,Open,2,1,18,2,28,ي,10
213,"4,322",مَعِدَة,noun,1,D=,Open,2,1,18,2,28,ي,10
212,"4,340",قُدَّاس,noun,5,D=,Open,2,1,18,2,60,ع,16
212,"4,340",مُصْغِي,adj,4,MSA,Open,2,4,18,2,64,ف,17
212,"4,340",ٱِئْتِلَاف,noun,4,MSA,Open,3,4,18,2,65,ف,17
212,"4,340",تَوْسِعَة,noun,4,MSA,Open,3,4,18,2,65,ف,17
212,"4,340",حَلُو,verb,4,MSA,Open,3,4,18,2,65,ف,17
212,"4,340",عَالِق,adj,5,D~,Open,2,2,18,2,65,ف,17
212,"4,340",مِصْدَاقِيَّة,noun,4,MSA,Open,4,4,18,2,66,ف,17
212,"4,340",مُسْتَخْدَم,adj,1,D=,Open,3,1,18,2,29,ك,11
212,"4,340",أَرَاح,verb,2,D~XP,Open,3,3,18,2,41,م,13
212,"4,340",تَيَسَّر,verb,3,D=,Open,2,1,18,2,44,ن,14
212,"4,340",مَجْهُول,noun,3,D=,Open,2,1,18,2,44,ن,14
