Occurrences,Rank,Lemma,POS,SAMER  Avg,MSA-DA,Class,Syllable Count,MSA-DA Score,Rank Score,Class Score,Compound Score,BAREC Level E1,numeric barec level
"1,143","1,157",سَابِع,adj_num,1,D=,Closed,2,1,6,1,15,ه,5
"1,142","1,159",مَائِدَة,noun,1,MSA,Open,3,4,6,2,20,ز,7
"1,142","1,159",ثَمَانِي,noun_num,1,D~,Closed,3,2,6,1,17,و,6
"1,142","1,159",حِكَايَة,noun,1,D=,Open,3,1,6,2,17,و,6
"1,140","1,162",إِرَادَة,noun,3,D=,Open,3,1,6,2,33,ل,12
"1,139","1,163",رِعَايَة,noun,2,D=,Open,3,1,6,2,25,ط,9
"1,139","1,163",وَفْد,noun,4,D=,Open,1,1,6,2,39,م,13
"1,138","1,165",ضَعِيف,adj,1,D=,Open,2,1,6,2,16,ه,5
"1,137","1,166",كَرِيم,adj,2,D=,Open,2,1,6,2,24,ط,9
"1,137","1,166",فِرَاش,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,135","1,168",شَكَر,verb,1,D=,Open,3,1,6,2,17,و,6
"1,133","1,169",كَوْن,noun,4,D=,Open,1,1,6,2,39,م,13
"1,131","1,170",مُبَاشِر,adj,2,D=,Open,3,1,6,2,25,ط,9
"1,131","1,170",أَمَل,verb,3,D=,Open,2,1,6,2,32,ك,11
"1,131","1,170",تَرَدَّد,verb,1,D=,Open,2,1,6,2,16,ه,5
"1,130","1,173",ثَوْرَة,noun,4,D~,Open,2,2,6,2,44,ن,14
"1,130","1,173",أَحْسَن,adj_comp,1,D=,Open,2,1,6,2,16,ه,5
"1,129","1,175",حُجْرَة,noun,2,MSA,Open,2,4,6,2,30,ك,11
"1,129","1,175",هَزّ,verb,1,D=,Open,2,1,6,2,16,ه,5
"1,128","1,177",هَمّ,noun,4,D=,Open,1,1,6,2,39,م,13
"1,127","1,178",إِمْكَان,noun,3,MSA,Open,2,4,6,2,41,م,13
"1,127","1,178",تَوْقِيع,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,127","1,178",شُعُور,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,126","1,181",دِينَار,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,126","1,181",جَوَاد,noun_prop,2,MSA,Open,2,4,6,2,30,ك,11
"1,126","1,181",ضَمَان,noun,4,D=,Open,2,1,6,2,40,م,13
"1,125","1,184",تَطْبِيق,noun,3,D~,Open,2,2,6,2,35,ل,12
"1,119","1,185",قَبْض,noun,1,D~,Open,1,2,6,2,16,ه,5
"1,118","1,186",شِرَاء,noun,1,MSA,Open,2,4,6,2,19,ز,7
"1,118","1,186",ٱِنْتَقَل,verb,1,D=,Open,3,1,6,2,17,و,6
"1,116","1,188",هَوَاء,noun,1,D~,Open,2,2,6,2,17,و,6
"1,116","1,188",قَبَض,verb,1,D~,Open,3,2,6,2,18,و,6
"1,115","1,190",كَلْب,noun,1,D=,Open,1,1,6,2,15,ه,5
"1,113","1,191",قَيْد,noun,4,MSA,Open,1,4,6,2,51,س,15
"1,113","1,191",ٱِتِّهَام,noun,3,D=,Open,3,1,6,2,33,ل,12
"1,112","1,193",خَيْل,noun,2,D=,Open,1,1,6,2,23,ط,9
"1,112","1,193",عِشْرُون,adj_num,1,D=,Closed,3,1,6,1,16,ه,5
"1,111","1,195",مُتَّهَم,noun,3,D=,Open,3,1,6,2,33,ل,12
"1,111","1,195",دَائِرَة,noun,1,D=,Open,3,1,6,2,17,و,6
"1,110","1,197",إِنْجَاز,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,110","1,197",رُكْبَة,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,110","1,197",وَاجِب,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,109","1,200",ٱِسْتِخْبَار,noun,5,D=,Open,3,1,6,2,49,س,15
"1,108","1,201",عَجَب,noun,4,D=,Open,2,1,6,2,40,م,13
"1,107","1,202",حِيلَة,noun,3,D=,Open,2,1,6,2,32,ك,11
"1,106","1,203",ثَامِن,adj_num,1,D~,Closed,2,2,6,1,16,ه,5
"1,105","1,204",عُبُوس,noun,3,D=,Open,2,1,6,2,32,ك,11
"1,105","1,204",ظَاهِرَة,noun,4,D=,Open,3,1,6,2,41,م,13
"1,103","1,206",تَرَاجَع,verb,4,D=,Open,3,1,6,2,41,م,13
"1,102","1,207",ٱِضْطَرَب,verb,3,D=,Open,3,1,6,2,33,ل,12
"1,099","1,208",سَنَوِيّ,adj,3,D=,Open,3,1,6,2,33,ل,12
"1,095","1,209",قَنَاة,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,094","1,210",لُورْد,noun,4,D=,Open,1,1,6,2,39,م,13
"1,093","1,211",أُولَاءِ,pron_dem,2,MSA,Open,4,4,6,2,32,ك,11
"1,091","1,212",مُتَمَرِّد,noun,4,D=,Open,4,1,6,2,42,ن,14
"1,089","1,213",شَامِل,adj,4,D=,Open,2,1,6,2,40,م,13
"1,089","1,213",فور,noun_prop,3,D=,Closed,1,1,6,1,28,ي,10
"1,086","1,215",ٱِدَّعَى,verb,4,D=,Open,2,1,6,2,40,م,13
"1,085","1,216",تَوَصُّل,noun,4,D=,Open,3,1,6,2,41,م,13
"1,083","1,217",ذَكَر,noun,2,D~,Open,1,2,6,2,25,ط,9
"1,083","1,217",رَاهِب,noun,4,D=,Open,2,1,6,2,40,م,13
"1,082","1,219",جَعْل,noun,2,MSA,Open,1,4,6,2,29,ك,11
"1,081","1,220",مُمْكِن,adj,1,D=,Open,2,1,6,2,16,ه,5
"1,079","1,221",مَهْرَجَان,noun,2,D=,Open,3,1,6,2,25,ط,9
"1,079","1,221",صَيْحَة,noun,3,D=,Open,2,1,6,2,32,ك,11
"1,079","1,221",وَثِيقَة,noun,4,D=,Open,3,1,6,2,41,م,13
"1,076","1,224",بِنْ,noun,2,MSA,Open,1,4,6,2,29,ك,11
"1,075","1,225",تَذَكَّر,verb,1,D=,Open,2,1,6,2,16,ه,5
"1,074","1,226",عِدَّة,noun,4,MSA,Open,2,4,6,2,52,س,15
"1,073","1,227",سَعْي,noun,3,D=,Open,1,1,6,2,31,ك,11
"1,073","1,227",ذَنْب,noun,1,D~,Open,1,2,6,2,16,ه,5
"1,073","1,227",وُقُوف,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,072","1,230",وَفَاة,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,072","1,230",عَزْم,noun,4,D=,Open,1,1,6,2,39,م,13
"1,071","1,232",تَدَخُّل,noun,2,D=,Open,3,1,6,2,25,ط,9
"1,071","1,232",جَوِّيّ,adj,3,D=,Open,2,1,6,2,32,ك,11
"1,070","1,234",نَام,verb,1,D=,Open,2,1,6,2,16,ه,5
"1,068","1,235",دِبلُومَاسِيّ,noun,5,D=,Open,4,1,6,2,50,س,15
"1,067","1,236",ٱِضْطَرّ,verb,2,D=,Open,3,1,6,2,25,ط,9
"1,066","1,237",مُعَدَّل,noun,4,D=,Open,3,1,6,2,41,م,13
"1,066","1,237",فَرَح,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,066","1,237",مُتَابَعَة,noun,2,D=,Open,4,1,6,2,26,ي,10
"1,062","1,240",تَوَقَّف,verb,1,MSA,Open,2,4,6,2,19,ز,7
"1,060","1,241",ٱِعْتِقَال,noun,3,D=,Open,3,1,6,2,33,ل,12
"1,060","1,241",ٱِنْتِقَام,noun,3,D=,Open,3,1,6,2,33,ل,12
"1,060","1,241",يَمِين,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,058","1,244",تَعْبِير,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,057","1,245",دان,noun_prop,4,MSA,Open,2,4,6,2,52,س,15
"1,057","1,245",غَادَر,verb,2,MSA,Open,3,4,6,2,31,ك,11
"1,056","1,247",كَشْف,noun,3,D=,Open,1,1,6,2,31,ك,11
"1,056","1,247",رِوَايَة,noun,3,D=,Open,3,1,6,2,33,ل,12
"1,055","1,249",تَمَّام,noun_prop,2,D=,Open,2,1,6,2,24,ط,9
"1,055","1,249",وَظِيفَة,noun,2,D~,Open,3,2,6,2,27,ي,10
"1,053","1,251",إِعْلَامِيّ,adj,4,D=,Open,3,1,6,2,41,م,13
"1,050","1,252",تَوَجَّه,verb,2,D=,Open,3,1,6,2,25,ط,9
"1,050","1,252",خَيَال,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,050","1,252",ٱِسْتَحَقّ,verb,2,D~,Open,3,2,6,2,27,ي,10
"1,049","1,255",قَانُونِيّ,adj,3,D=,Open,3,1,6,2,33,ل,12
"1,049","1,255",خَاطَب,verb,3,MSA,Open,3,4,6,2,42,ن,14
"1,049","1,255",فَارَق,verb,4,D~,Open,2,2,6,2,44,ن,14
"1,048","1,258",أَقَرّ,verb,4,MSA,Open,2,4,6,2,52,س,15
"1,047","1,259",أَوْصَى,verb,3,MSA,Open,2,4,6,2,41,م,13
"1,046","1,260",أَثْبَت,verb,3,D~,Open,2,2,6,2,35,ل,12
"1,046","1,260",غَنِيّ,adj,1,D=,Open,2,1,6,2,16,ه,5
"1,044","1,262",عُنْق,noun,2,MSA,Open,1,4,6,2,29,ك,11
"1,041","1,263",بَأْس,noun,4,D=,Open,1,1,6,2,39,م,13
"1,040","1,264",تَمْوِيل,noun,5,D=,Open,2,1,6,2,48,س,15
"1,040","1,264",خَسِر,verb,1,D=,Open,3,1,6,2,17,و,6
"1,038","1,266",أَعْجَب,verb,3,D~XP,Open,2,3,6,2,38,م,13
"1,037","1,267",وَقَّع,verb,2,D=,Open,3,1,6,2,25,ط,9
"1,037","1,267",مُعَلِّم,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,034","1,269",خَطِير,adj,1,D=,Open,2,1,6,2,16,ه,5
"1,033","1,270",شَاهِد,noun,3,D=,Open,2,1,6,2,32,ك,11
"1,030","1,271",حَدَّد,verb,3,D=,Open,3,1,6,2,33,ل,12
"1,030","1,271",أَثَّر,verb,2,D~,Open,2,2,6,2,26,ي,10
"1,029","1,273",فِرَار,noun,4,MSA,Open,2,4,6,2,52,س,15
"1,028","1,274",فَشَل,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,027","1,275",أَه,interj,1,D=,Open,1,1,6,2,15,ه,5
"1,027","1,275",عِشْرُون,noun_num,1,D=,Closed,3,1,6,1,16,ه,5
"1,026","1,277",أَكَل,verb,1,D=,Open,2,1,6,2,16,ه,5
"1,025","1,278",مَعْرِض,noun,4,D=,Open,2,1,6,2,40,م,13
"1,025","1,278",أَكْثَر,noun_quant,1,D~,Closed,2,2,6,1,16,ه,5
"1,023","1,280",طَرَح,verb,4,MSA,Open,3,4,6,2,53,س,15
"1,023","1,280",مُتَوَسِّط,adj,2,D=,Open,4,1,6,2,26,ي,10
"1,022","1,282",مَوْضِع,noun,4,MSA,Open,2,4,6,2,52,س,15
"1,020","1,283",تَحَرُّك,noun,2,D=,Open,3,1,6,2,25,ط,9
"1,020","1,283",كَاهِن,noun,4,D=,Open,2,1,6,2,40,م,13
"1,020","1,283",ظَهَر,verb,1,D~,Open,1,2,6,2,16,ه,5
"1,019","1,286",أَعْرَب,verb,4,MSA,Open,2,4,6,2,52,س,15
"1,019","1,286",ٱِنْفِجَار,noun,1,D=,Open,3,1,6,2,17,و,6
"1,018","1,288",تَقْدِير,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,018","1,288",أَعْظَم,adj_comp,1,D~,Open,2,2,6,2,17,و,6
"1,017","1,290",مَبْنَى,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,016","1,291",مُجَرَّد,noun,4,D=,Open,3,1,6,2,41,م,13
"1,016","1,291",قِطَار,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,015","1,293",مَيِّت,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,012","1,294",مُوَافَقَة,noun,1,D~,Open,4,2,6,2,19,ز,7
"1,012","1,294",مَشْهَد,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,010","1,296",خِلَافَة,noun,3,MSA,Open,3,4,6,2,42,ن,14
"1,010","1,296",كُرْسِيّ,noun,1,D=,Open,2,1,6,2,16,ه,5
"1,009","1,298",نَافِذ,adj,5,MSA,Open,2,4,6,2,63,ف,17
"1,009","1,298",أَسَد,noun,1,D=,Open,1,1,6,2,15,ه,5
"1,007","1,300",جَنُوبِيّ,adj,3,D=,Open,3,1,6,2,33,ل,12
"1,007","1,300",غَلَب,verb,1,D=,Open,3,1,6,2,17,و,6
"1,006","1,302",ظُهْر,noun,1,D~,Open,1,2,6,2,16,ه,5
"1,006","1,302",ٱِشْتَرَى,verb,1,D=,Open,3,1,6,2,17,و,6
"1,003","1,304",إمام,noun_prop,1,D=,Open,2,1,6,2,16,ه,5
"1,003","1,304",تَمَنَّى,verb,1,D=,Open,2,1,6,2,16,ه,5
"1,002","1,306",تَسْجِيل,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,000","1,307",زَمِيل,noun,2,D=,Open,2,1,6,2,24,ط,9
"1,000","1,307",غَالِبِيَّة,noun_quant,3,D~,Closed,4,2,6,1,34,ل,12
"1,000","1,307",مُكَافَحَة,noun,3,D=,Open,4,1,6,2,34,ل,12
997,"1,310",قُبُول,noun,2,D=,Open,2,1,6,2,24,ط,9
996,"1,311",مُعْتَقَل,noun,4,D=,Open,3,1,6,2,41,م,13
996,"1,311",جَزَاء,noun,1,D=,Open,2,1,6,2,16,ه,5
995,"1,313",نَظَّم,verb,2,D=,Open,3,1,6,2,25,ط,9
994,"1,314",كَمْ,adv_rel,1,D=,Closed,1,1,6,1,14,د,4
994,"1,314",مُقَدَّس,adj,3,D=,Open,3,1,6,2,33,ل,12
993,"1,316",صِنَاعِيّ,adj,3,D=,Open,3,1,6,2,33,ل,12
992,"1,317",دُوق,noun,5,MSA,Open,1,4,6,2,62,ع,16
992,"1,317",ٱِسْتِقْلَال,noun,3,D=,Open,3,1,6,2,33,ل,12
992,"1,317",كِتَابَة,noun,1,D=,Open,3,1,6,2,17,و,6
991,"1,320",قَصّ,verb,1,D~,Open,2,2,6,2,17,و,6
990,"1,321",مِيلاد,noun,1,D=,Open,2,1,6,2,16,ه,5
990,"1,321",شَرِب,verb,1,D=,Open,3,1,6,2,17,و,6
989,"1,323",عِلَاج,noun,1,D=,Open,2,1,6,2,16,ه,5
988,"1,324",مَنَح,verb,4,MSA,Open,3,4,6,2,53,س,15
987,"1,325",نَقْد,noun,4,MSA,Open,1,4,6,2,51,س,15
987,"1,325",هَدَّد,verb,2,D=,Open,3,1,6,2,25,ط,9
987,"1,325",ذَهَب,noun,1,D~,Open,2,2,6,2,17,و,6
986,"1,328",ضَخْم,adj,1,D=,Open,1,1,6,2,15,ه,5
985,"1,329",أَخْفَى,verb,1,MSA,Open,2,4,6,2,19,ز,7
985,"1,329",مُنَاقَشَة,noun,3,D=,Open,4,1,6,2,34,ل,12
985,"1,329",مَخَافَة,noun,3,MSA,Open,3,4,6,2,42,ن,14
984,"1,332",مُهَنْدِس,noun,1,D=,Open,3,1,6,2,17,و,6
981,"1,333",مُسَابَقَة,noun,1,D~,Open,4,2,6,2,19,ز,7
981,"1,333",عَفْو,noun,2,D=,Open,1,1,6,2,23,ط,9
981,"1,333",تَحْرِير,noun,3,D=,Open,2,1,6,2,32,ك,11
981,"1,333",قِطْعَة,noun,1,D~,Open,2,2,6,2,17,و,6
980,"1,337",تَرْبِيَة,noun,1,D=,Open,3,1,6,2,17,و,6
979,"1,338",ٱِنْتِصَار,noun_prop,2,D=,Open,3,1,6,2,25,ط,9
979,"1,338",تَحِيَّة,noun,1,D=,Open,3,1,6,2,17,و,6
979,"1,338",قَابِل,adj,1,D~,Open,3,2,6,2,18,و,6
978,"1,341",مِينَاء,noun,2,D=,Open,2,1,6,2,24,ط,9
977,"1,342",جَار,noun,1,D=,Open,1,1,6,2,15,ه,5
976,"1,343",رِضَا,noun_prop,3,D=,Open,2,1,6,2,32,ك,11
976,"1,343",كَافَّة,noun_quant,3,MSA,Closed,2,4,6,1,38,م,13
975,"1,345",أَسَف,noun,1,D=,Open,2,1,6,2,16,ه,5
974,"1,346",نَفْسِيّ,adj,4,D=,Open,2,1,6,2,40,م,13
973,"1,347",فَقَد,verb,2,D~,Open,3,2,6,2,27,ي,10
972,"1,348",عَالَم,noun,2,D=,Open,2,1,6,2,24,ط,9
971,"1,349",جَنَاح,noun,1,D=,Open,2,1,6,2,16,ه,5
970,"1,350",إِرْسَال,noun,1,MSA,Open,2,4,6,2,19,ز,7
970,"1,350",تَشْرِيعِيّ,adj,5,MSA,Open,3,4,6,2,64,ف,17
970,"1,350",عَدَد,noun,3,D=,Open,2,1,6,2,32,ك,11
969,"1,353",شَرِيك,noun,2,D=,Open,2,1,6,2,24,ط,9
969,"1,353",ضَرْب,noun,1,D=,Open,1,1,6,2,15,ه,5
968,"1,355",لَاحَظ,verb,1,D=,Open,2,1,6,2,16,ه,5
967,"1,356",أَسْفَر,verb,4,MSA,Open,2,4,6,2,52,س,15
967,"1,356",مُنْتَصَف,noun,2,D~XP,Open,3,3,6,2,29,ك,11
967,"1,356",ٱِنْتِحَارِيّ,adj,4,D=,Open,4,1,6,2,42,ن,14
966,"1,359",ٱِقْتَرَب,verb,1,MSA,Open,3,4,6,2,20,ز,7
966,"1,359",ٱِفْتِتَاح,noun,3,D=,Open,3,1,6,2,33,ل,12
966,"1,359",صَفْحَة,noun,1,D=,Open,2,1,6,2,16,ه,5
963,"1,362",بُولِيس,noun,1,D=,Open,2,1,6,2,16,ه,5
961,"1,363",دَنَأ,verb,3,MSA,Open,2,4,6,2,41,م,13
960,"1,364",تَدْبِير,noun,3,D=,Open,2,1,6,2,32,ك,11
960,"1,364",بَصَر,noun,4,D=,Open,2,1,6,2,40,م,13
959,"1,366",صِفَة,noun,2,D=,Open,2,1,6,2,24,ط,9
958,"1,367",أَسْوَد,adj,1,D=,Open,2,1,6,2,16,ه,5
957,"1,368",مَطَار,noun,1,D=,Open,2,1,6,2,16,ه,5
956,"1,369",حَبّ,noun,1,D=,Open,1,1,6,2,15,ه,5
954,"1,370",حَكَم,verb,3,D=,Open,3,1,6,2,33,ل,12
954,"1,370",أَهَمّ,verb,4,D=,Open,2,1,6,2,40,م,13
950,"1,372",مُقَدَّم,noun,4,MSA,Open,2,4,6,2,52,س,15
950,"1,372",أَنْكَر,verb,3,D=,Open,2,1,6,2,32,ك,11
950,"1,372",فَم,noun,1,MSA,Open,1,4,6,2,18,و,6
949,"1,375",عَدْل,noun,2,D=,Open,1,1,7,2,24,ط,9
948,"1,376",نَصّ,noun,2,D=,Open,1,1,7,2,24,ط,9
946,"1,377",دَاخِلِيّ,adj,4,D=,Open,4,1,7,2,43,ن,14
943,"1,378",مِتْر,noun,2,D=,Open,1,1,7,2,24,ط,9
943,"1,378",رِيَال,noun,3,D=,Open,2,1,7,2,33,ل,12
943,"1,378",فَسَاد,noun,3,D=,Open,2,1,7,2,33,ل,12
942,"1,381",تَكْلِيف,noun,3,D=,Open,2,1,7,2,33,ل,12
942,"1,381",ٱِحْتِمَال,noun,1,D=,Open,3,1,7,2,18,و,6
941,"1,383",أَحَاط,verb,3,MSA,Open,3,4,7,2,43,ن,14
940,"1,384",دُسْتُورِيّ,adj,5,D=,Open,3,1,7,2,50,س,15
937,"1,385",تَأْمِين,noun,3,D=,Open,2,1,7,2,33,ل,12
935,"1,386",شُعَاع,noun,2,D=,Open,2,1,7,2,25,ط,9
935,"1,386",دَعّ,verb,5,MSA,Open,1,4,7,2,63,ف,17
935,"1,386",تَارِيخ,noun,3,D=,Open,3,1,7,2,34,ل,12
935,"1,386",سَيْطَرَة,noun,2,D=,Open,3,1,7,2,26,ي,10
935,"1,386",مَظْهَر,noun,2,D~,Open,2,2,7,2,27,ي,10
934,"1,391",تَسْلِيم,noun,3,D=,Open,2,1,7,2,33,ل,12
934,"1,391",تَحَالُف,noun,4,D=,Open,3,1,7,2,42,ن,14
934,"1,391",لَعْب,noun,1,D=,Open,1,1,7,2,16,ه,5
932,"1,394",لِصّ,noun,1,MSA,Open,1,4,7,2,19,ز,7
932,"1,394",عَرْش,noun,3,D=,Open,1,1,7,2,32,ك,11
932,"1,394",أَسِير,noun,3,D=,Open,2,1,7,2,33,ل,12
931,"1,397",دِيمُقرَاطِيّ,adj,4,D=,Open,4,1,7,2,43,ن,14
931,"1,397",مُسْتَمِرّ,adj,2,D=,Open,3,1,7,2,26,ي,10
930,"1,399",نَفَى,verb,3,D=,Open,2,1,7,2,33,ل,12
928,"1,400",فَضَاء,noun,2,D=,Open,2,1,7,2,25,ط,9
928,"1,400",وَادِي,noun,3,D=,Open,2,1,7,2,33,ل,12
928,"1,400",مَسّ,noun,4,D=,Open,1,1,7,2,40,م,13
927,"1,403",أَشْبَه,verb,2,D=,Open,2,1,7,2,25,ط,9
927,"1,403",جِنِرَال,noun,4,D=,Open,3,1,7,2,42,ن,14
926,"1,405",وَعْد,noun,1,D=,Open,1,1,7,2,16,ه,5
924,"1,406",عَقِب,noun,4,MSA,Open,1,4,7,2,52,س,15
924,"1,406",عَلَّق,verb,2,D~,Open,3,2,7,2,28,ي,10
923,"1,408",ٱِعْتِرَاف,noun,3,D=,Open,3,1,7,2,34,ل,12
923,"1,408",تَمَتَّع,verb,1,D=,Open,2,1,7,2,17,و,6
922,"1,410",زَمَان,noun,1,D=,Open,2,1,7,2,17,و,6
920,"1,411",آتِي,adj,2,MSA,Open,2,4,7,2,31,ك,11
920,"1,411",رَغِب,verb,3,D=,Open,3,1,7,2,34,ل,12
920,"1,411",شَمَال,noun,3,D=,Open,3,1,7,2,34,ل,12
920,"1,411",تَيَّار,noun,4,D=,Open,2,1,7,2,41,م,13
919,"1,415",شَدَّد,verb,4,D=,Open,3,1,7,2,42,ن,14
918,"1,416",شَهَادَة,noun,1,D=,Open,3,1,7,2,18,و,6
917,"1,417",ٱِبْتِسامَة,noun,1,D=,Open,4,1,7,2,19,ز,7
916,"1,418",نِزَاع,noun,4,D=,Open,2,1,7,2,41,م,13
916,"1,418",أَدْنَى,adj_comp,3,MSA,Open,2,4,7,2,42,ن,14
916,"1,418",هُدُوء,noun,1,D=,Open,2,1,7,2,17,و,6
914,"1,421",دَام,verb,3,D=,Closed,2,1,7,1,30,ك,11
914,"1,421",أَبْلَغ,verb,3,MSA,Open,2,4,7,2,42,ن,14
913,"1,423",رِيح,noun,1,D=,Open,1,1,7,2,16,ه,5
913,"1,423",مُهَاجِم,noun,2,D=,Open,3,1,7,2,26,ي,10
912,"1,425",ٱِتِّخَاذ,noun,3,MSA,Open,3,4,7,2,43,ن,14
911,"1,426",شُكْر,noun,1,D=,Open,1,1,7,2,16,ه,5
910,"1,427",حَال,noun,4,MSA,Open,2,4,7,2,53,س,15
909,"1,428",إِمْبِرَاطُور,noun,3,D=,Open,4,1,7,2,35,ل,12
909,"1,428",جِوَار,noun,3,MSA,Open,2,4,7,2,42,ن,14
908,"1,430",تَبَيَّن,verb,3,D=,Open,3,1,7,2,34,ل,12
908,"1,430",سَلَامَة,noun_prop,2,D=,Open,3,1,7,2,26,ي,10
907,"1,432",ٱِخْتَلَف,verb,3,D=,Open,3,1,7,2,34,ل,12
904,"1,433",رَحْمَة,noun,3,D=,Open,2,1,7,2,33,ل,12
903,"1,434",أَوْقَف,verb,1,D~XP,Open,2,3,7,2,19,ز,7
902,"1,435",هَدَف,verb,3,D=,Open,3,1,7,2,34,ل,12
901,"1,436",إِمْكَانِيَّة,noun,3,D=,Open,4,1,7,2,35,ل,12
901,"1,436",عَجُوز,adj,1,D=,Open,2,1,7,2,17,و,6
901,"1,436",مَطْلُوب,adj,1,D=,Open,2,1,7,2,17,و,6
901,"1,436",بَشَرِيّ,adj,2,D=,Open,3,1,7,2,26,ي,10
900,"1,440",مَقَال,noun,3,D=,Open,2,1,7,2,33,ل,12
900,"1,440",غَاب,verb,1,D=,Open,2,1,7,2,17,و,6
899,"1,442",ذِهْن,noun,3,D~,Open,1,2,7,2,35,ل,12
898,"1,443",خَاصّ,adj,5,D=,Open,2,1,7,2,49,س,15
898,"1,443",أَدَار,verb,3,D=,Open,3,1,7,2,34,ل,12
898,"1,443",قِرَاءَة,noun,1,D=,Open,3,1,7,2,18,و,6
895,"1,446",بَشَر,noun,1,D=,Open,1,1,7,2,16,ه,5
894,"1,447",قَارِئ,noun,2,D=,Open,2,1,7,2,25,ط,9
893,"1,448",أَصْغَى,verb,3,MSA,Open,2,4,7,2,42,ن,14
893,"1,448",سِلْسِلَة,noun,1,D=,Open,3,1,7,2,18,و,6
893,"1,448",شَفَة,noun,1,D~,Open,2,2,7,2,18,و,6
892,"1,451",عَمِيق,adj,3,D=,Open,2,1,7,2,33,ل,12
891,"1,452",كَفّ,noun,1,MSA,Open,1,4,7,2,19,ز,7
889,"1,453",مَجِيء,noun,2,MSA,Open,2,4,7,2,31,ك,11
888,"1,454",تَاسِع,adj_num,1,D=,Closed,2,1,7,1,16,ه,5
887,"1,455",زِيّ,noun,2,D=,Open,1,1,7,2,24,ط,9
886,"1,456",مُوَاصَلَة,noun,2,D=,Open,4,1,7,2,27,ي,10
883,"1,457",أَعَان,verb,3,D=,Open,3,1,7,2,34,ل,12
883,"1,457",قَلّ,verb,3,D~,Open,1,2,7,2,35,ل,12
882,"1,459",مَعْرِض,noun,3,D=,Open,3,1,7,2,34,ل,12
882,"1,459",إِيجَابِيّ,adj,4,D=,Open,3,1,7,2,42,ن,14
882,"1,459",رَمَى,verb,1,D=,Open,2,1,7,2,17,و,6
881,"1,462",جِيل,noun,3,D=,Open,1,1,7,2,32,ك,11
880,"1,463",إِفْرَاج,noun,3,D=,Open,2,1,7,2,33,ل,12
880,"1,463",كافي,noun_prop,3,D=,Open,2,1,7,2,33,ل,12
879,"1,465",بَيْد,noun,5,MSA,Open,1,4,7,2,63,ف,17
879,"1,465",تَبَادُل,noun,3,D=,Open,3,1,7,2,34,ل,12
877,"1,467",فِئَة,noun,4,D=,Open,2,1,7,2,41,م,13
877,"1,467",غَيْرَة,noun,1,D=,Open,2,1,7,2,17,و,6
876,"1,469",كَلَّف,verb,4,D=,Open,3,1,7,2,42,ن,14
876,"1,469",وُقُوع,noun,3,MSA,Open,2,4,7,2,42,ن,14
876,"1,469",طَيْر,noun,1,D=,Open,1,1,7,2,16,ه,5
875,"1,472",مُؤَشِّر,noun,4,D=,Open,3,1,7,2,42,ن,14
874,"1,473",قَبْر,noun,1,D~,Open,1,2,7,2,17,و,6
873,"1,474",جَبْهَة,noun,4,D=,Open,2,1,7,2,41,م,13
871,"1,475",مَوْلَى,noun,5,MSA,Open,2,4,7,2,64,ف,17
870,"1,476",جرَام,noun,3,D=,Open,1,1,7,2,32,ك,11
870,"1,476",ٱِرْتَكَب,verb,3,D=,Open,3,1,7,2,34,ل,12
867,"1,478",إِمَّا,conj,2,D=,Closed,2,1,7,1,23,ط,9
866,"1,479",ضَرْبَة,noun,1,D=,Open,2,1,7,2,17,و,6
865,"1,480",فَرْض,noun,3,D=,Open,1,1,7,2,32,ك,11
863,"1,481",إِسْترَاتِيجِيّ,adj,4,D=,Open,4,1,7,2,43,ن,14
862,"1,482",عَيْش,noun,2,D=,Open,1,1,7,2,24,ط,9
860,"1,483",قَطْع,noun,2,D~,Open,1,2,7,2,26,ي,10
859,"1,484",أَمْسَك,verb,3,D~XP,Open,2,3,7,2,39,م,13
859,"1,484",مَعْهَد,noun,4,D=,Open,2,1,7,2,41,م,13
859,"1,484",ٱِلْتَمَس,verb,4,D=,Open,3,1,7,2,42,ن,14
857,"1,487",خَنْجَر,noun,2,D=,Open,2,1,7,2,25,ط,9
857,"1,487",حِلْف,noun,3,D=,Open,1,1,7,2,32,ك,11
857,"1,487",أَشْرَف,verb,3,D=,Open,2,1,7,2,33,ل,12
